"","checklist_id","global_unique_identifier","last_edited_date","taxonomic_order","category","common_name","scientific_name","observation_count","breeding_bird_atlas_code","breeding_bird_atlas_category","age_sex","country","country_code","state","state_code","county","county_code","iba_code","bcr_code","usfws_code","atlas_block","locality","locality_id","locality_type","latitude","longitude","observation_date","time_observations_started","observer_id","sampling_event_identifier","protocol_type","protocol_code","project_code","duration_minutes","effort_distance_km","effort_area_ha","number_observers","all_species_reported","group_identifier","has_media","approved","reviewed","reason","trip_comments","species_comments"
"639","S60208188","URN:CornellLabOfOrnithology:EBIRD:OBS810928722","2019-09-30 08:54:21",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 2 and trail","L2326048","H",-9.6007896,-55.9228429,2019-09-14,"06:00:00","obsr292903","S60208188","Stationary","P21","EBIRD",90,NA,NA,3,TRUE,NA,TRUE,TRUE,FALSE,NA,NA,NA
"640","S59549942","URN:CornellLabOfOrnithology:EBIRD:OBS802040509","2019-09-06 09:40:43",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 2 and trail","L2326048","H",-9.6007896,-55.9228429,2019-09-06,"05:45:00","obsr601274","S59549942","Stationary","P21","EBIRD",137,NA,NA,8,TRUE,NA,FALSE,TRUE,FALSE,NA,"Torre 2",NA
"641","S60488276","URN:CornellLabOfOrnithology:EBIRD:OBS814732167","2020-07-20 09:41:02",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2019-10-09,"04:27:00","obsr427634","S60488276","Traveling","P22","EBIRD",829,35.748,NA,9,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"642","S60832915","URN:CornellLabOfOrnithology:EBIRD:OBS819566539","2019-10-21 21:36:37",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 2 and trail","L2326048","H",-9.6007896,-55.9228429,2019-10-21,"05:50:00","obsr412230","S60832915","Traveling","P22","EBIRD",378,1,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"643","S61760279","URN:CornellLabOfOrnithology:EBIRD:OBS831987976","2020-02-04 11:08:13",12309,"species","Kawall's Parrot","Amazona kawalli","4",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Tower Ted Parker -- Cristalino Jungle Lodge","L10197442","P",-9.58443,-55.92089,2019-10-25,NA,"obsr958634","S61760279","Incidental","P20","EBIRD",NA,NA,NA,NA,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"644","S60479112","URN:CornellLabOfOrnithology:EBIRD:OBS814612728","2019-10-09 12:02:43",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 2 and trail","L2326048","H",-9.6007896,-55.9228429,2019-10-09,"05:52:00","obsr412230","S60479112","Traveling","P22","EBIRD",293,0.9,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"645","S61429504","URN:CornellLabOfOrnithology:EBIRD:OBS827645173","2020-05-23 14:49:56",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Localidade Desconhecida - (-9,643, -55,923)","L9744854","P",-9.643198,-55.923267,2019-11-13,"05:40:00","obsr168048","S61429504","Stationary","P21","EBIRD",800,NA,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"646","S61288655","URN:CornellLabOfOrnithology:EBIRD:OBS825796072","2019-11-09 06:35:55",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 1","L2319134","H",-9.5987073,-55.9367341,2019-11-09,"05:12:00","obsr168048","S61288655","Stationary","P21","EBIRD",128,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"647","S64141122","URN:CornellLabOfOrnithology:EBIRD:OBS860310697","2020-02-05 01:23:30",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2019-12-31,NA,"obsr37316","S64141122","Incidental","P20","EBIRD",NA,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"648","S81297814","URN:CornellLabOfOrnithology:EBIRD:OBS1073212535","2021-02-18 16:17:24.286106",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 2 and trail","L2326048","H",-9.6007896,-55.9228429,2020-01-09,"05:56:00","obsr534395","S81297814","Traveling","P22","EBIRD",338,1,NA,9,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"649","S63710170","URN:CornellLabOfOrnithology:EBIRD:OBS855155420","2020-01-23 17:53:57",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 1","L2319134","H",-9.5987073,-55.9367341,2020-01-23,"17:18:00","obsr168048","S63710170","Stationary","P21","EBIRD",42,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"650","S63372016","URN:CornellLabOfOrnithology:EBIRD:OBS851088450","2020-05-21 11:59:35",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Serra Trail","L2781581","H",-9.5856519,-55.9198437,2020-01-11,"06:21:00","obsr37316","S63372016","Incidental","P20","EBIRD",NA,NA,NA,1,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"651","S64743241","URN:CornellLabOfOrnithology:EBIRD:OBS867257059","2020-02-19 08:46:59",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 1","L2319134","H",-9.5987073,-55.9367341,2020-02-19,"08:27:00","obsr168048","S64743241","Traveling","P22","EBIRD",78,6.2,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"652","S66403979","URN:CornellLabOfOrnithology:EBIRD:OBS886043726","2020-03-30 12:37:42",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 1","L2319134","H",-9.5987073,-55.9367341,2020-03-23,"16:19:00","obsr214154","S66403979","Stationary","P21","EBIRD",89,NA,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"653","S69310220","URN:CornellLabOfOrnithology:EBIRD:OBS926544409","2020-05-19 16:54:24",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 2 and trail","L2326048","H",-9.6007896,-55.9228429,2020-05-19,"06:24:00","obsr168048","S69310220","Traveling","P22","EBIRD",185,1.1,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"654","S71271883","URN:CornellLabOfOrnithology:EBIRD:OBS953767300","2020-07-26 12:45:35",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 1","L2319134","H",-9.5987073,-55.9367341,2020-07-08,"06:14:00","obsr168048","S71271883","Stationary","P21","EBIRD",154,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"655","S73383646","URN:CornellLabOfOrnithology:EBIRD:OBS978774076","2020-09-09 13:17:11",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 1","L2319134","H",-9.5987073,-55.9367341,2020-09-09,"05:40:00","obsr1749065","S73383646","Stationary","P21","EBIRD",120,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"656","S75585222","URN:CornellLabOfOrnithology:EBIRD:OBS1004397327","2021-02-12 15:22:37.12385",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 1","L2319134","H",-9.5987073,-55.9367341,2020-10-26,"05:14:00","obsr168048","S75585222","Stationary","P21","EBIRD",180,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"657","S75034538","URN:CornellLabOfOrnithology:EBIRD:OBS998434682","2020-10-18 11:31:10",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge, Tower 2","L12534443","P",-9.9518268,-56.8302623,2020-10-18,"05:36:00","obsr168048","S75034538","Stationary","P21","EBIRD",235,NA,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"658","S74602819","URN:CornellLabOfOrnithology:EBIRD:OBS993256572","2020-10-18 18:00:05",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 2 and trail","L2326048","H",-9.6007896,-55.9228429,2020-10-09,"05:05:00","obsr975331","S74602819","Traveling","P22","EBIRD",320,10.26,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"Com Igor , Cleto e o guia Sr Francisco",NA
"659","S75170026","URN:CornellLabOfOrnithology:EBIRD:OBS1000108204","2020-10-21 08:35:26",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 1","L2319134","H",-9.5987073,-55.9367341,2020-10-21,"06:29:00","obsr168048","S75170026","Stationary","P21","EBIRD",91,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"660","S75086185","URN:CornellLabOfOrnithology:EBIRD:OBS999108904","2020-10-19 08:50:07",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--upstream from Cristalino Lodge","L3859563","H",-9.5666937,-55.9139385,2020-10-19,"05:27:00","obsr168048","S75086185","Traveling","P22","EBIRD",180,24.53,NA,2477,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"661","S76074081","URN:CornellLabOfOrnithology:EBIRD:OBS1009983881","2020-11-10 08:20:41",12309,"species","Kawall's Parrot","Amazona kawalli","5",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 2 and trail","L2326048","H",-9.6007896,-55.9228429,2020-11-10,"06:30:00","obsr168048","S76074081","Stationary","P21","EBIRD",130,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"662","S76592399","URN:CornellLabOfOrnithology:EBIRD:OBS1016418333","2020-11-23 10:33:50.098044",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 2 and trail","L2326048","H",-9.6007896,-55.9228429,2020-11-23,"05:30:00","obsr272732","S76592399","Stationary","P21","EBIRD",120,NA,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"663","S64746703","URN:CornellLabOfOrnithology:EBIRD:OBS867297771","2020-02-19 10:37:21",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Flutuante downstream from mouth of Sao Benedito (Para)","L7703971","P",-9.1338889,-57.0497222,1999-06-27,NA,"obsr175594","S64746703","Historical","P62","EBIRD",NA,NA,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,"Along the Teles Pires River with Alexandre Aleixo",NA
"664","S33430013","URN:CornellLabOfOrnithology:EBIRD:OBS454279115","2019-08-19 11:52:22",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Porto do Meio, South Bank of Sao Benedito River","L2471413","P",-9.1122222,-56.9422222,1999-06-14,NA,"obsr175594","S33430013","Historical","P62","EBIRD",NA,NA,NA,NA,FALSE,NA,FALSE,TRUE,FALSE,NA,"with Bret Whitney and Alexandre Aleixo.  This list only includes birds that I saw, heard, and identified. Birded road and trail on S. bank of Rio Sao Benedito and then also went to new trail cut by Jair on North Bank of Rio Sao Benedito (Brazil: Para; 130 km NW Alta Floresta, North Bank of Rio Sao Benedito, 09 deg, 6' 22"" S, 56 deg, 57' 26"" W.",NA
"665","S19168088","URN:CornellLabOfOrnithology:EBIRD:OBS264514084","2020-09-23 11:03:49",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Porto do Meio, South Bank of Sao Benedito River","L2471413","P",-9.1122222,-56.9422222,1999-06-12,"05:30:00","obsr175594","S19168088","Historical","P62","EBIRD",NA,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Bret Whitney and Alexandre Aleixo.  This list only includes birds that I saw, heard, and identified.",NA
"666","S19168160","URN:CornellLabOfOrnithology:EBIRD:OBS264515236","2017-01-04 10:32:49",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Porto do Meio, South Bank of Sao Benedito River","L2471413","P",-9.1122222,-56.9422222,1999-06-13,NA,"obsr175594","S19168160","Historical","P62","EBIRD",NA,NA,NA,NA,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Bret Whitney and Alexandre Aleixo.  This list only includes birds that I saw, heard, and identified.Saw a black Jaguarundi walk across the road.  All black except for head and neck which were dark brown.  Heard Howler Monkeys, saw two collared Peccaries",NA
"667","S35908037","URN:CornellLabOfOrnithology:EBIRD:OBS484928769","2020-09-23 11:03:49",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Porto do Meio, South Bank of Sao Benedito River","L2471413","P",-9.1122222,-56.9422222,1999-06-14,"06:00:00","obsr175594","S35908037","Historical","P62","EBIRD",NA,NA,NA,NA,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"668","S37306369","URN:CornellLabOfOrnithology:EBIRD:OBS506968882","2017-06-01 10:17:49",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Porto do Meio, South Bank of Sao Benedito River","L2471413","P",-9.1122222,-56.9422222,1999-06-17,"06:15:00","obsr175594","S37306369","Historical","P62","EBIRD",NA,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,"went upriver with Ivaldo and Jair and spent some time on the boat.",NA
"669","S16002297","URN:CornellLabOfOrnithology:EBIRD:OBS221715220","2020-09-23 11:03:49",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Porto do Meio, South Bank of Sao Benedito River","L2471413","P",-9.1122222,-56.9422222,1999-06-11,NA,"obsr175594","S16002297","Historical","P62","EBIRD",NA,NA,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,"Drove from Alta Floresta starting at 6:30 am to the Sao Benedito River.  Arrived there at aroudn 2:30 pm.  Drove through open fields, roadside second growth, and primary rainforest.  Joao da Farmacia drove us to a floating house boat (Flutuante) in his big flatbed truck.","heard"
"670","S15845582","URN:CornellLabOfOrnithology:EBIRD:OBS219875830","2015-05-11 20:42:01",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2007-07-31,NA,"obsr179592","S15845582","Incidental","P20","EBIRD",NA,NA,NA,1,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,"downstream from lodge on the river"
"671","S17988347","URN:CornellLabOfOrnithology:EBIRD:OBS247057176","2020-09-23 11:03:40",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2008-05-16,"05:40:00","obsr412230","S17988347","Incidental","P20","EBIRD_CAN",NA,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,"From my notebook: ""From 0540 to 0825 on the entrance track in foggy conditions (eventually clearing up), then after breakfast Jessica and I checked out the barranca path and then the lagoa. Water levels are high, and the barrance is under water. Apparently at this time of year there is no problem passing the corredeiras without getting out of the boat. I walked a short distance along the old boat track, spending plenty of time watching some flowering Inga trees. This track had overgrown some and needs to be cleared up. Back by 1220. After lunch I birded from 1405 to 1640 on the trail behind the pousada. From 1640 to dusk in the lodge clearing.",NA
"672","S17999374","URN:CornellLabOfOrnithology:EBIRD:OBS247205202","2019-08-19 11:52:33",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2008-05-17,"05:45:00","obsr412230","S17999374","Incidental","P20","EBIRD_CAN",NA,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,"From my notes: ""Birded the entrance track and 'boat track' from 05h45 to 11h45, with an hour for breakfast and a brief rest. After lunch I headed out alone to bird the revised trail through transitional forest and then the entrance track - the trailhead is on the entrance road - from 14h35 to 17h25.","HO"
"673","S18456051","URN:CornellLabOfOrnithology:EBIRD:OBS254746444","2019-08-19 11:52:28",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2009-02-10,"06:00:00","obsr412230","S18456051","Incidental","P20","EBIRD",NA,NA,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Mark Sutton.",NA
"674","S18384721","URN:CornellLabOfOrnithology:EBIRD:OBS253529111","2019-08-19 11:52:28",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2009-05-31,"05:30:00","obsr412230","S18384721","Incidental","P20","EBIRD",NA,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,"Birds recorded at Pousada Rio Azul during a visit with a Terra da Gente film crew. --Birded entrance track from 05h30 to 07h00. Then walked the Old Boat track until maybe 11:00 - 11:30 or so, getting soaked in the process. After lunch we filmed an interview and many takes of me walking back and forth. Later on I watched a Tapajos Hermit lek for a while, before wandering into the woods to try to track down Bald Parrot.",NA
"675","S14737764","URN:CornellLabOfOrnithology:EBIRD:OBS205505032","2020-09-23 11:03:39",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2010-09-03,"05:30:00","obsr412230","S14737764","Incidental","P20","EBIRD_CAN",NA,NA,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,"Observations while guiding Gordon Ellis and Ian Ellis. Checklist lacks required effort information. AM birded entrance track to the Jatobá Trail. PM birded 'Spadebill trail' and returned to the lodge via the Jatobá Trail; we checked out the stream behind the lodge, then finished the afternoon in the lodge clearing.",NA
"676","S14737356","URN:CornellLabOfOrnithology:EBIRD:OBS205498970","2019-08-19 11:52:35",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2010-09-02,"05:30:00","obsr412230","S14737356","Incidental","P20","EBIRD_CAN",NA,NA,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,"Observations while guidin Gordon Ellis and Ian Ellis. Checklist lacks required effort information. AM we birded the neighbouring 'Fazenda do Osmar', in the afternoon we birded the Jatobá Trail, the lagoa, and made a trip downriver on the rio Azul.",NA
"677","S38787311","URN:CornellLabOfOrnithology:EBIRD:OBS527281041","2020-12-05 17:12:53.988104",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Brazil, Cristalino Lodge, September 2010","L6208489","P",-9.269306,-56.80152,2010-09-25,"08:20:00","obsr671157","S38787311","Historical","P62","EBIRD",360,16.093,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"678","S14786967","URN:CornellLabOfOrnithology:EBIRD:OBS205867361","2020-05-27 15:35:13",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2010-11-08,"05:30:00","obsr412230","S14786967","Incidental","P20","EBIRD_CAN",NA,NA,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"Birds recorded while guiding Jeffrey Peter, Richard Chute, and John Deppman. Checklist lacks required effort information. ----Birded lodge clearing, Lagoa, Old Boat Trail in the morning (it rained during part of the morning). In the afternoon we birded the lodge clearing, the Boundary Trail, the lodge clearing again (in the rain), and the entrance road.",NA
"679","S14786561","URN:CornellLabOfOrnithology:EBIRD:OBS205861791","2019-08-19 11:52:35",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2010-11-07,"05:30:00","obsr412230","S14786561","Incidental","P20","EBIRD_CAN",NA,NA,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"Birds recorded while guiding Jeffrey Peters, John Deppman, and Richard Chute. Required effort information lacking.----We birded the lodge clearing, the entrance road, and the Jatobá loop in the morning. In the afternoon we birded the lodge clearing, the Lagoa, and then walked the entrance track after dark.",NA
"680","S19560387","URN:CornellLabOfOrnithology:EBIRD:OBS268910979","2019-08-19 11:52:34",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2012-09-12,"05:30:00","obsr412230","S19560387","Incidental","P20","EBIRD_CAN",NA,NA,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,"with David and Susanne Cohen, Jim and Susan Graham. Lodge clearing to 09h00, then entrance track returning via Boundary trail, then area around boat landings. PM around lodge clearing.",NA
"681","S19560556","URN:CornellLabOfOrnithology:EBIRD:OBS268913898","2020-05-27 15:35:14",12309,"species","Kawall's Parrot","Amazona kawalli","6",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2012-09-13,"05:30:00","obsr412230","S19560556","Incidental","P20","EBIRD_CAN",NA,NA,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,"with David and Susanne Cohen, Jim and Susan Graham. Entrance road and Jatobá trail in the morning, Nascentes trail in the afternoon.",NA
"682","S70702251","URN:CornellLabOfOrnithology:EBIRD:OBS946458166","2020-09-23 11:03:36",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Jacareacanga - MD do rio Tapajós","L11748540","P",-6.1299073,-57.5801611,2013-03-31,"06:15:00","obsr624240","S70702251","Traveling","P22","EBIRD",300,5,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"683","S14611997","URN:CornellLabOfOrnithology:EBIRD:OBS204188547","2015-05-11 20:42:01",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2013-07-03,"16:15:00","obsr412230","S14611997","Traveling","P22","EBIRD_CAN",125,4.5,NA,10,TRUE,NA,FALSE,TRUE,FALSE,NA,"Traveled downriver on the rio Azul in 2 boats with 5 pax each, including the pilots (Carlão and Adão) and myself. We mostly drifted, reaching the point where the water starts to speed up a little before the 1st corredeira. Returned doing a little bit of spotlighting in the early evening.----Weather: mostly clear, sunny with scattered clouds including a couple of heavy-looking ones. It rained in the evening, from 19h30 to 20h45.","HO"
